ids,label
5665,pos
5666,pos
5667,neg
5668,pos
5669,neg
5670,pos
5671,neg
5672,pos
5673,pos
5674,neg
5675,pos
5676,neg
5677,neg
5678,pos
5679,neg
5680,neg
5681,neg
5682,pos
5683,pos
5684,neg
5685,neg
5686,pos
5687,neg
5688,pos
5689,neg
5690,pos
5691,pos
5692,neg
5693,pos
5694,pos
5695,neg
5696,pos
5697,pos
5698,pos
5699,neg
5700,pos
5701,neg
5702,pos
5703,pos
5704,pos
5705,neg
5706,pos
5707,neg
5708,neg
5709,neg
5710,neg
5711,pos
5712,neg
5713,neg
5714,pos
5715,pos
5716,neg
5717,pos
5718,pos
5719,pos
5720,pos
5721,neg
5722,pos
5723,neg
5724,pos
5725,neg
5726,pos
5727,pos
5728,neg
5729,neg
5730,neg
5731,pos
5732,neg
5733,neg
5734,pos
5735,pos
5736,neg
5737,pos
5738,neg
5739,pos
5740,neg
5741,neg
5742,neg
5743,neg
5744,pos
5745,pos
5746,pos
5747,pos
5748,neg
5749,neg
5750,pos
5751,pos
5752,pos
5753,pos
5754,pos
5755,pos
5756,neg
5757,neg
5758,pos
5759,pos
5760,pos
5761,pos
5762,pos
5763,pos
5764,neg
5765,pos
5766,pos
5767,neg
5768,neg
5769,neg
5770,pos
5771,neg
5772,neg
5773,neg
5774,neg
5775,neg
5776,neg
5777,neg
5778,pos
5779,pos
5780,pos
5781,pos
5782,neg
5783,pos
5784,neg
5785,pos
5786,pos
5787,neg
5788,neg
5789,pos
5790,pos
5791,neg
5792,pos
5793,pos
5794,neg
5795,pos
5796,neg
5797,pos
5798,pos
5799,neg
5800,pos
5801,neg
5802,neg
5803,pos
5804,pos
5805,neg
5806,pos
5807,neg
5808,neg
5809,pos
5810,neg
5811,neg
5812,pos
5813,pos
5814,pos
5815,pos
5816,pos
5817,pos
5818,pos
5819,pos
5820,pos
5821,pos
5822,pos
5823,neg
5824,pos
5825,pos
5826,neg
5827,pos
5828,pos
5829,pos
5830,pos
5831,neg
5832,pos
5833,neg
5834,pos
5835,neg
5836,neg
5837,neg
5838,neg
5839,pos
5840,pos
5841,pos
5842,neg
5843,pos
5844,neg
5845,neg
5846,neg
5847,pos
5848,neg
5849,neg
5850,neg
5851,neg
5852,pos
5853,neg
5854,neg
5855,neg
5856,pos
5857,neg
5858,neg
5859,neg
5860,neg
5861,neg
5862,neg
5863,pos
5864,neg
5865,pos
5866,pos
5867,neg
5868,pos
5869,neg
5870,neg
5871,neg
5872,pos
5873,pos
5874,pos
5875,neg
5876,neg
5877,pos
5878,pos
5879,pos
5880,neg
5881,neg
5882,neg
5883,neg
5884,neg
5885,neg
5886,pos
5887,pos
5888,pos
5889,neg
5890,neg
5891,neg
5892,neg
5893,neg
5894,neg
5895,neg
5896,pos
5897,pos
5898,pos
5899,pos
5900,neg
5901,neg
5902,neg
5903,pos
5904,pos
5905,neg
5906,pos
5907,neg
5908,neg
5909,neg
5910,neg
5911,pos
5912,pos
5913,neg
5914,neg
5915,neg
5916,pos
5917,pos
5918,pos
5919,neg
5920,pos
5921,neg
5922,pos
5923,neg
5924,neg
5925,pos
5926,neg
5927,neg
5928,neg
5929,neg
5930,neg
5931,pos
5932,neg
5933,pos
5934,pos
5935,pos
5936,neg
5937,pos
5938,neg
5939,neg
5940,pos
5941,pos
5942,neg
5943,pos
5944,neg
5945,neg
5946,neg
5947,pos
5948,pos
5949,neg
5950,neg
5951,pos
5952,neg
5953,neg
5954,neg
5955,neg
5956,pos
5957,neg
5958,neg
5959,pos
5960,pos
5961,pos
5962,pos
5963,neg
5964,pos
5965,pos
5966,pos
5967,pos
5968,pos
5969,pos
5970,pos
5971,neg
5972,pos
5973,neg
5974,pos
5975,neg
5976,neg
5977,neg
5978,pos
5979,neg
5980,pos
5981,pos
5982,neg
5983,neg
5984,neg
5985,pos
5986,pos
5987,pos
5988,pos
5989,neg
5990,pos
5991,neg
5992,neg
5993,pos
5994,pos
5995,neg
5996,pos
5997,pos
5998,neg
5999,neg
6000,pos
6001,neg
6002,pos
6003,neg
6004,neg
6005,neg
6006,pos
6007,neg
6008,pos
6009,pos
6010,neg
6011,neg
6012,pos
6013,neg
6014,pos
6015,pos
6016,pos
6017,neg
6018,pos
6019,pos
6020,pos
6021,pos
6022,neg
6023,pos
6024,pos
6025,neg
6026,neg
6027,pos
6028,pos
6029,neg
6030,pos
6031,pos
6032,neg
6033,neg
6034,neg
6035,neg
6036,pos
6037,pos
6038,neg
6039,neg
6040,pos
6041,pos
6042,neg
6043,pos
6044,pos
6045,pos
6046,neg
6047,pos
6048,neg
6049,neg
6050,neg
6051,neg
6052,neg
6053,pos
6054,pos
6055,pos
6056,neg
6057,neg
6058,neg
6059,pos
6060,neg
6061,neg
6062,pos
6063,pos
6064,pos
6065,pos
6066,neg
6067,neg
6068,neg
6069,pos
6070,pos
6071,neg
6072,neg
6073,pos
6074,pos
6075,neg
6076,pos
6077,pos
6078,pos
6079,neg
6080,neg
6081,neg
6082,neg
6083,neg
6084,pos
6085,neg
6086,neg
6087,pos
6088,pos
6089,pos
6090,pos
6091,pos
6092,pos
6093,pos
6094,neg
6095,pos
6096,neg
6097,pos
6098,pos
6099,pos
6100,neg
6101,neg
6102,pos
6103,neg
6104,pos
6105,neg
6106,neg
6107,pos
6108,pos
6109,neg
6110,neg
6111,pos
6112,pos
6113,neg
6114,neg
6115,pos
6116,pos
6117,neg
6118,pos
6119,pos
6120,neg
6121,pos
6122,neg
6123,pos
6124,pos
6125,neg
6126,pos
6127,pos
6128,neg
6129,neg
6130,pos
6131,pos
6132,pos
6133,neg
6134,pos
6135,pos
6136,neg
6137,neg
6138,pos
6139,pos
6140,neg
6141,pos
6142,neg
6143,pos
6144,pos
6145,neg
6146,neg
6147,pos
6148,neg
6149,neg
6150,neg
6151,pos
6152,pos
6153,neg
6154,pos
6155,neg
6156,pos
6157,neg
6158,neg
6159,neg
6160,pos
6161,pos
6162,pos
6163,neg
6164,neg
6165,pos
6166,pos
6167,pos
6168,neg
6169,neg
6170,neg
6171,neg
6172,pos
6173,neg
6174,pos
6175,pos
6176,neg
6177,neg
6178,neg
6179,pos
6180,neg
6181,neg
6182,pos
6183,pos
6184,neg
6185,pos
6186,neg
6187,pos
6188,pos
6189,pos
6190,pos
6191,neg
6192,pos
6193,pos
6194,neg
6195,neg
6196,pos
6197,pos
6198,pos
6199,neg
6200,neg
6201,pos
6202,pos
6203,pos
6204,neg
6205,neg
6206,pos
6207,neg
6208,pos
6209,pos
6210,pos
6211,pos
6212,neg
6213,pos
6214,neg
6215,pos
6216,neg
6217,neg
6218,pos
6219,pos
6220,neg
6221,pos
6222,pos
6223,pos
6224,pos
6225,pos
6226,neg
6227,pos
6228,pos
6229,pos
6230,pos
6231,pos
6232,pos
6233,neg
6234,neg
6235,pos
6236,neg
6237,neg
6238,neg
6239,pos
6240,neg
6241,pos
6242,neg
6243,pos
6244,neg
6245,pos
6246,neg
6247,pos
6248,pos
6249,pos
6250,pos
6251,pos
6252,neg
6253,neg
6254,pos
6255,neg
6256,pos
6257,neg
6258,neg
6259,neg
6260,pos
6261,neg
6262,pos
6263,neg
6264,neg
6265,neg
6266,neg
6267,neg
6268,neg
6269,pos
6270,neg
6271,neg
6272,pos
6273,neg
6274,pos
6275,pos
6276,pos
6277,neg
6278,pos
6279,pos
6280,neg
6281,pos
6282,neg
6283,neg
6284,neg
6285,pos
6286,neg
6287,pos
6288,pos
6289,pos
6290,neg
6291,pos
6292,neg
6293,neg
6294,pos
6295,pos
6296,neg
6297,pos
6298,neg
6299,neg
6300,neg
6301,neg
6302,neg
6303,neg
6304,pos
6305,pos
6306,neg
6307,neg
6308,neg
6309,neg
6310,neg
6311,neg
6312,neg
6313,neg
6314,pos
6315,neg
6316,neg
6317,neg
6318,pos
6319,neg
6320,neg
6321,pos
6322,neg
6323,neg
6324,pos
6325,pos
6326,pos
6327,pos
6328,neg
6329,neg
6330,neg
6331,neg
6332,neg
6333,pos
6334,neg
6335,neg
6336,pos
6337,pos
6338,neg
6339,pos
6340,pos
6341,pos
6342,pos
6343,pos
6344,pos
6345,pos
6346,neg
6347,neg
6348,neg
6349,neg
6350,pos
6351,neg
6352,neg
6353,pos
6354,neg
6355,neg
6356,neg
6357,pos
6358,neg
6359,pos
6360,pos
6361,pos
6362,pos
6363,pos
6364,neg
6365,pos
6366,neg
6367,pos
6368,pos
6369,neg
6370,pos
6371,pos
6372,neg
6373,neg
6374,pos
6375,pos
6376,pos
6377,pos
6378,pos
6379,pos
6380,pos
6381,neg
6382,neg
6383,neg
6384,pos
6385,pos
6386,pos
6387,pos
6388,neg
6389,pos
6390,pos
6391,neg
6392,neg
6393,pos
6394,neg
6395,neg
6396,neg
6397,pos
6398,pos
6399,pos
6400,pos
6401,neg
6402,pos
6403,neg
6404,neg
6405,pos
6406,neg
6407,neg
6408,neg
6409,neg
6410,neg
6411,neg
6412,pos
6413,neg
6414,pos
6415,pos
6416,pos
6417,neg
6418,pos
6419,neg
6420,pos
6421,neg
6422,neg
6423,pos
6424,neg
6425,neg
6426,pos
6427,pos
6428,neg
6429,neg
6430,neg
6431,pos
6432,neg
6433,neg
6434,pos
6435,neg
6436,pos
6437,pos
6438,neg
6439,neg
6440,pos
6441,pos
6442,neg
6443,neg
6444,pos
6445,pos
6446,neg
6447,pos
6448,pos
6449,pos
6450,pos
6451,neg
6452,pos
6453,neg
6454,neg
6455,pos
6456,pos
6457,pos
6458,neg
6459,neg
6460,neg
6461,pos
6462,pos
6463,neg
6464,neg
6465,neg
6466,neg
6467,neg
6468,pos
6469,neg
6470,neg
6471,pos
6472,neg
6473,neg
6474,neg
6475,pos
6476,pos
6477,neg
6478,pos
6479,pos
6480,neg
6481,neg
6482,pos
6483,neg
6484,neg
6485,neg
6486,pos
6487,pos
6488,pos
6489,neg
6490,pos
6491,pos
6492,pos
6493,pos
6494,pos
6495,neg
6496,pos
6497,neg
6498,neg
6499,pos
6500,pos
6501,pos
6502,pos
6503,pos
6504,neg
6505,pos
6506,neg
6507,neg
6508,neg
6509,neg
6510,pos
6511,pos
6512,neg
6513,neg
6514,neg
6515,pos
6516,pos
6517,neg
6518,pos
6519,pos
6520,pos
6521,pos
6522,neg
6523,neg
6524,neg
6525,pos
6526,pos
6527,neg
6528,neg
6529,pos
6530,neg
6531,pos
6532,pos
6533,neg
6534,neg
6535,neg
6536,neg
6537,pos
6538,pos
6539,pos
6540,neg
6541,pos
6542,pos
6543,pos
6544,neg
6545,pos
6546,pos
6547,neg
6548,pos
6549,neg
6550,neg
6551,neg
6552,pos
6553,pos
6554,pos
6555,neg
6556,neg
6557,neg
6558,neg
6559,pos
6560,pos
6561,neg
6562,neg
6563,pos
6564,pos
6565,pos
6566,neg
6567,neg
6568,pos
6569,neg
6570,pos
6571,neg
6572,pos
6573,neg
6574,pos
6575,pos
6576,pos
6577,neg
6578,pos
6579,neg
6580,neg
6581,neg
6582,neg
6583,neg
6584,pos
6585,neg
6586,pos
6587,pos
6588,pos
6589,pos
6590,neg
6591,pos
6592,neg
6593,neg
6594,pos
6595,neg
6596,neg
6597,pos
6598,pos
6599,neg
6600,neg
6601,neg
6602,neg
6603,pos
6604,neg
6605,pos
6606,neg
6607,neg
6608,neg
6609,pos
6610,pos
6611,pos
6612,neg
6613,neg
6614,pos
6615,neg
6616,pos
6617,pos
6618,pos
6619,neg
6620,pos
6621,pos
6622,pos
6623,neg
6624,pos
6625,neg
6626,pos
6627,pos
6628,pos
6629,neg
6630,pos
6631,neg
6632,neg
6633,neg
6634,neg
6635,neg
6636,pos
6637,pos
6638,pos
6639,neg
6640,neg
6641,pos
6642,pos
6643,pos
6644,neg
6645,neg
6646,pos
6647,neg
6648,neg
6649,neg
6650,neg
6651,pos
6652,pos
6653,pos
6654,neg
6655,pos
6656,pos
6657,neg
6658,pos
6659,pos
6660,neg
6661,neg
6662,pos
6663,neg
6664,neg
6665,pos
6666,neg
6667,pos
6668,neg
6669,neg
6670,pos
6671,pos
6672,pos
6673,neg
6674,pos
6675,neg
6676,neg
6677,neg
6678,pos
6679,neg
6680,neg
6681,neg
6682,pos
6683,neg
6684,pos
6685,neg
6686,neg
6687,pos
6688,pos
6689,neg
6690,neg
6691,neg
6692,neg
6693,neg
6694,neg
6695,pos
6696,neg
6697,pos
6698,pos
6699,pos
6700,neg
6701,neg
6702,pos
6703,pos
6704,pos
6705,neg
6706,neg
6707,neg
6708,pos
6709,pos
6710,neg
6711,pos
6712,neg
6713,neg
6714,neg
6715,neg
6716,neg
6717,neg
6718,pos
6719,neg
6720,pos
6721,neg
6722,neg
6723,neg
6724,neg
6725,pos
6726,pos
6727,pos
6728,pos
6729,neg
6730,pos
6731,neg
6732,pos
6733,neg
6734,pos
6735,neg
6736,neg
6737,neg
6738,neg
6739,pos
6740,neg
6741,pos
6742,neg
6743,neg
6744,neg
6745,pos
6746,neg
6747,neg
6748,neg
6749,neg
6750,pos
6751,neg
6752,pos
6753,neg
6754,neg
6755,neg
6756,pos
6757,neg
6758,neg
6759,neg
6760,neg
6761,pos
6762,neg
6763,pos
6764,pos
6765,pos
6766,neg
6767,pos
6768,neg
6769,pos
6770,pos
6771,neg
6772,neg
6773,pos
6774,pos
6775,neg
6776,pos
6777,neg
6778,neg
6779,neg
6780,neg
6781,neg
6782,pos
6783,neg
6784,neg
6785,pos
6786,pos
6787,neg
6788,neg
6789,pos
6790,neg
6791,pos
6792,pos
6793,neg
6794,pos
6795,pos
6796,pos
6797,pos
6798,neg
6799,pos
6800,neg
6801,neg
6802,pos
6803,pos
6804,pos
6805,neg
6806,neg
6807,pos
6808,pos
6809,neg
6810,pos
6811,neg
6812,pos
6813,neg
6814,neg
6815,neg
6816,pos
6817,pos
6818,pos
6819,pos
6820,pos
6821,neg
6822,neg
6823,neg
6824,pos
6825,neg
6826,neg
6827,neg
6828,neg
6829,neg
6830,neg
6831,pos
6832,neg
6833,pos
6834,neg
6835,neg
6836,neg
6837,neg
6838,neg
6839,pos
6840,pos
6841,neg
6842,neg
6843,neg
6844,pos
6845,pos
6846,pos
6847,pos
6848,pos
6849,neg
6850,pos
6851,neg
6852,neg
6853,pos
6854,neg
6855,neg
6856,neg
6857,neg
6858,neg
6859,pos
6860,neg
6861,pos
6862,pos
6863,neg
6864,pos
6865,neg
6866,pos
6867,pos
6868,neg
6869,pos
6870,pos
6871,pos
6872,neg
6873,pos
6874,pos
6875,neg
6876,pos
6877,pos
6878,pos
6879,neg
6880,neg
6881,neg
6882,neg
6883,neg
6884,neg
6885,neg
6886,pos
6887,neg
6888,neg
6889,neg
6890,pos
6891,neg
6892,pos
6893,pos
6894,neg
6895,pos
6896,neg
6897,pos
6898,pos
6899,pos
6900,pos
6901,neg
6902,neg
6903,neg
6904,neg
6905,pos
6906,neg
6907,pos
6908,pos
6909,pos
6910,neg
6911,neg
6912,neg
6913,pos
6914,neg
6915,pos
6916,pos
6917,pos
6918,pos
6919,neg
6920,pos
6921,pos
6922,pos
6923,neg
6924,neg
6925,pos
6926,neg
6927,neg
6928,pos
6929,neg
6930,pos
6931,pos
6932,neg
6933,pos
6934,pos
6935,neg
6936,pos
6937,neg
6938,pos
6939,pos
6940,pos
6941,pos
6942,pos
6943,neg
6944,pos
6945,neg
6946,neg
6947,pos
6948,pos
6949,neg
6950,neg
6951,pos
6952,neg
6953,pos
6954,neg
6955,neg
6956,neg
6957,neg
6958,pos
6959,pos
6960,pos
6961,pos
6962,neg
6963,pos
6964,pos
6965,neg
6966,pos
6967,pos
6968,pos
6969,pos
6970,neg
6971,neg
6972,pos
6973,neg
6974,neg
6975,neg
6976,pos
6977,pos
6978,neg
6979,neg
6980,pos
6981,pos
6982,neg
6983,pos
6984,pos
6985,pos
6986,pos
6987,neg
6988,pos
6989,pos
6990,pos
6991,neg
6992,pos
6993,pos
6994,pos
6995,pos
6996,neg
6997,pos
6998,neg
6999,neg
7000,pos
7001,neg
7002,neg
7003,pos
7004,pos
7005,neg
7006,neg
7007,pos
7008,pos
7009,pos
7010,neg
7011,neg
7012,pos
7013,neg
7014,pos
7015,pos
7016,pos
7017,neg
7018,neg
7019,neg
7020,neg
7021,pos
7022,pos
7023,neg
7024,neg
7025,pos
7026,neg
7027,neg
7028,neg
7029,neg
7030,neg
7031,neg
7032,pos
7033,pos
7034,neg
7035,neg
7036,neg
7037,neg
7038,pos
7039,pos
7040,pos
7041,pos
7042,pos
7043,pos
7044,neg
7045,pos
7046,pos
7047,neg
7048,neg
7049,neg
7050,neg
7051,pos
7052,neg
7053,pos
7054,neg
7055,neg
7056,pos
7057,pos
7058,neg
7059,pos
7060,pos
7061,neg
7062,pos
7063,pos
7064,pos
7065,neg
7066,neg
7067,pos
7068,pos
7069,pos
7070,neg
7071,neg
7072,neg
7073,pos
7074,pos
7075,neg
7076,neg
7077,neg
7078,pos
7079,neg
7080,pos
7081,pos
7082,pos
7083,pos
7084,pos
7085,neg
7086,pos
7087,pos
7088,pos
7089,pos
7090,neg
7091,neg
7092,pos
7093,neg
7094,neg
7095,neg
7096,neg
7097,pos
7098,neg
7099,neg
7100,pos
7101,pos
7102,pos
7103,pos
7104,pos
7105,pos
7106,neg
7107,pos
7108,neg
7109,neg
7110,pos
7111,pos
7112,neg
7113,neg
7114,neg
7115,pos
7116,neg
7117,pos
7118,neg
7119,pos
7120,pos
7121,pos
7122,pos
7123,pos
7124,neg
7125,neg
7126,neg
7127,neg
7128,neg
7129,neg
7130,pos
7131,neg
7132,neg
7133,pos
7134,neg
7135,neg
7136,pos
7137,neg
7138,neg
7139,neg
7140,neg
7141,neg
7142,pos
7143,pos
7144,pos
7145,neg
7146,pos
7147,pos
7148,pos
7149,pos
7150,pos
7151,pos
7152,pos
7153,neg
7154,neg
7155,neg
7156,neg
7157,pos
7158,neg
7159,pos
7160,neg
7161,neg
7162,neg
7163,neg
7164,pos
7165,neg
7166,pos
7167,pos
7168,pos
7169,neg
7170,neg
7171,neg
7172,pos
7173,pos
7174,pos
7175,pos
7176,neg
7177,neg
7178,pos
7179,neg
7180,pos
7181,pos
7182,pos
7183,neg
7184,neg
7185,neg
7186,pos
7187,pos
7188,neg
7189,neg
7190,pos
7191,pos
7192,pos
7193,pos
7194,pos
7195,pos
7196,pos
7197,neg
7198,neg
7199,neg
7200,neg
7201,neg
7202,neg
7203,pos
7204,pos
7205,pos
7206,pos
7207,pos
7208,pos
7209,neg
7210,pos
7211,neg
7212,pos
7213,neg
7214,pos
7215,pos
7216,neg
7217,neg
7218,pos
7219,neg
7220,neg
7221,neg
7222,pos
7223,neg
7224,neg
7225,neg
7226,pos
7227,neg
7228,neg
7229,pos
7230,pos
7231,neg
7232,pos
7233,pos
7234,pos
7235,pos
7236,neg
7237,neg
7238,pos
7239,pos
7240,pos
7241,pos
7242,neg
7243,neg
7244,pos
7245,neg
7246,pos
7247,pos
7248,pos
7249,pos
7250,neg
7251,pos
7252,pos
7253,neg
7254,pos
7255,neg
7256,neg
7257,pos
7258,neg
7259,neg
7260,neg
7261,neg
7262,pos
7263,neg
7264,neg
7265,neg
7266,pos
7267,neg
7268,pos
7269,neg
7270,neg
7271,neg
7272,pos
7273,neg
7274,neg
7275,neg
7276,neg
7277,neg
7278,neg
7279,pos
7280,pos
7281,neg
7282,neg
7283,neg
7284,pos
7285,neg
7286,neg
7287,pos
7288,pos
7289,neg
7290,pos
7291,neg
7292,pos
7293,pos
7294,neg
7295,pos
7296,pos
7297,pos
7298,pos
7299,pos
7300,pos
7301,pos
7302,pos
7303,pos
7304,pos
7305,pos
7306,pos
7307,neg
7308,neg
7309,pos
7310,neg
7311,pos
7312,neg
7313,pos
7314,neg
7315,neg
7316,pos
7317,neg
7318,neg
7319,neg
7320,pos
7321,pos
7322,pos
7323,neg
7324,neg
7325,pos
7326,neg
7327,pos
7328,pos
7329,pos
7330,pos
7331,pos
7332,neg
7333,pos
7334,pos
7335,neg
7336,pos
7337,neg
7338,neg
7339,neg
7340,neg
7341,neg
7342,neg
7343,neg
7344,pos
7345,neg
7346,pos
7347,neg
7348,pos
7349,neg
7350,neg
7351,neg
7352,pos
7353,neg
7354,neg
7355,neg
7356,pos
7357,neg
7358,pos
7359,neg
7360,neg
7361,pos
7362,pos
7363,pos
7364,pos
7365,pos
7366,neg
7367,pos
7368,neg
7369,neg
7370,pos
7371,pos
7372,pos
7373,pos
7374,pos
7375,neg
7376,pos
7377,neg
7378,pos
7379,pos
7380,pos
7381,neg
7382,pos
7383,pos
7384,pos
7385,neg
7386,neg
7387,neg
7388,pos
7389,pos
7390,neg
7391,pos
7392,pos
7393,pos
7394,neg
7395,pos
7396,neg
7397,neg
7398,neg
7399,neg
7400,pos
7401,neg
7402,neg
7403,neg
7404,pos
7405,neg
7406,neg
7407,neg
7408,neg
7409,neg
7410,pos
7411,pos
7412,neg
7413,neg
7414,pos
7415,pos
7416,neg
7417,pos
7418,neg
7419,pos
7420,pos
7421,neg
7422,neg
7423,neg
7424,pos
7425,pos
7426,pos
7427,pos
7428,neg
7429,neg
7430,pos
7431,neg
7432,neg
7433,neg
7434,pos
7435,neg
7436,pos
7437,neg
7438,pos
7439,neg
7440,pos
7441,pos
7442,pos
7443,pos
7444,neg
7445,neg
7446,neg
7447,neg
7448,neg
7449,pos
7450,neg
7451,neg
7452,neg
7453,pos
7454,pos
7455,neg
7456,neg
7457,neg
7458,neg
7459,neg
7460,neg
7461,pos
7462,neg
7463,pos
7464,neg
7465,pos
7466,neg
7467,neg
7468,neg
7469,pos
7470,neg
7471,pos
7472,pos
7473,pos
7474,neg
7475,pos
7476,neg
7477,pos
7478,pos
7479,neg
7480,neg
7481,neg
7482,pos
7483,neg
7484,pos
7485,pos
7486,neg
7487,pos
7488,neg
7489,neg
7490,neg
7491,pos
7492,neg
7493,neg
7494,neg
7495,pos
7496,pos
7497,neg
7498,pos
7499,neg
7500,pos
7501,pos
7502,neg
7503,neg
7504,pos
7505,pos
7506,pos
7507,neg
7508,neg
7509,pos
7510,pos
7511,pos
7512,neg
7513,pos
7514,pos
7515,pos
7516,neg
7517,neg
7518,neg
7519,pos
7520,neg
7521,pos
7522,neg
7523,neg
7524,pos
7525,pos
7526,pos
7527,pos
7528,neg
7529,neg
7530,neg
7531,neg
7532,neg
7533,neg
7534,pos
7535,neg
7536,neg
7537,pos
7538,pos
7539,neg
7540,neg
7541,neg
7542,neg
7543,pos
7544,neg
7545,pos
7546,neg
7547,neg
7548,pos
7549,pos
7550,pos
7551,neg
7552,pos
7553,neg
7554,neg
7555,neg
7556,neg
7557,neg
7558,pos
7559,pos
7560,pos
7561,pos
7562,neg
7563,pos
7564,pos
7565,neg
7566,neg
7567,pos
7568,neg
7569,neg
7570,neg
7571,neg
7572,neg
7573,pos
7574,neg
7575,pos
7576,neg
7577,neg
7578,neg
7579,pos
7580,pos
7581,neg
7582,pos
7583,pos
7584,pos
7585,neg
7586,pos
7587,neg
7588,pos
7589,pos
7590,neg
7591,neg
7592,pos
7593,pos
7594,pos
7595,pos
7596,pos
7597,pos
7598,pos
7599,pos
7600,neg
7601,pos
7602,pos
7603,pos
7604,pos
7605,neg
7606,pos
7607,pos
7608,pos
7609,neg
7610,neg
7611,pos
7612,pos
7613,neg
7614,pos
7615,neg
7616,pos
7617,neg
7618,pos
7619,neg
7620,neg
7621,neg
7622,pos
7623,neg
7624,pos
7625,pos
7626,pos
7627,neg
7628,neg
7629,pos
7630,neg
7631,neg
7632,neg
7633,neg
7634,pos
7635,neg
7636,neg
7637,pos
7638,pos
7639,pos
7640,neg
7641,neg
7642,pos
7643,pos
7644,neg
7645,neg
7646,neg
7647,neg
7648,pos
7649,pos
7650,neg
7651,pos
7652,pos
7653,neg
7654,pos
7655,pos
7656,neg
7657,pos
7658,neg
7659,pos
7660,pos
7661,pos
7662,neg
7663,neg
7664,neg
7665,pos
7666,pos
7667,neg
7668,pos
7669,neg
7670,neg
7671,neg
7672,neg
7673,pos
7674,pos
7675,pos
7676,pos
7677,neg
7678,pos
7679,neg
7680,pos
7681,pos
7682,pos
7683,neg
7684,neg
7685,pos
7686,pos
7687,pos
7688,pos
7689,neg
7690,neg
7691,pos
7692,pos
7693,neg
7694,pos
7695,neg
7696,neg
7697,pos
7698,neg
7699,neg
7700,neg
7701,neg
7702,pos
7703,neg
7704,pos
7705,neg
7706,pos
7707,pos
7708,neg
7709,pos
7710,pos
7711,neg
7712,pos
7713,pos
7714,pos
7715,neg
7716,pos
7717,pos
7718,neg
7719,pos
7720,neg
7721,neg
7722,pos
7723,neg
7724,pos
7725,pos
7726,pos
7727,pos
7728,neg
7729,pos
7730,pos
7731,pos
7732,pos
7733,pos
7734,neg
7735,neg
7736,neg
7737,neg
7738,neg
7739,pos
7740,pos
7741,neg
7742,neg
7743,pos
7744,neg
7745,pos
7746,pos
7747,pos
7748,neg
7749,pos
7750,pos
7751,neg
7752,pos
7753,neg
7754,pos
7755,neg
7756,pos
7757,pos
7758,pos
7759,neg
7760,pos
7761,pos
7762,pos
7763,neg
7764,neg
7765,pos
7766,neg
7767,neg
7768,neg
7769,neg
7770,neg
7771,pos
7772,pos
7773,neg
7774,neg
7775,neg
7776,pos
7777,neg
7778,pos
7779,pos
7780,pos
7781,pos
7782,neg
7783,pos
7784,neg
7785,neg
7786,pos
7787,pos
7788,neg
7789,pos
7790,neg
7791,pos
7792,neg
7793,pos
7794,neg
7795,pos
7796,pos
7797,neg
7798,pos
7799,pos
7800,pos
7801,neg
7802,pos
7803,neg
7804,pos
7805,neg
7806,neg
7807,pos
7808,pos
7809,neg
7810,neg
7811,pos
7812,pos
7813,pos
7814,pos
7815,neg
7816,neg
7817,pos
7818,pos
7819,neg
7820,pos
7821,pos
7822,neg
7823,neg
7824,neg
7825,neg
7826,neg
7827,pos
7828,pos
7829,pos
7830,pos
7831,pos
7832,neg
7833,neg
7834,pos
7835,neg
7836,pos
7837,neg
7838,pos
7839,pos
7840,neg
7841,pos
7842,pos
7843,pos
7844,pos
7845,pos
7846,pos
7847,neg
7848,neg
7849,neg
7850,pos
7851,neg
7852,neg
7853,pos
7854,pos
7855,pos
7856,pos
7857,neg
7858,pos
7859,neg
7860,neg
7861,neg
7862,pos
7863,pos
7864,pos
7865,neg
7866,neg
7867,neg
7868,neg
7869,neg
7870,neg
7871,pos
7872,pos
7873,neg
7874,pos
7875,pos
7876,pos
7877,neg
7878,neg
7879,pos
7880,neg
7881,pos
7882,neg
7883,pos
7884,neg
7885,pos
7886,neg
7887,neg
7888,pos
7889,pos
7890,pos
7891,neg
7892,neg
7893,pos
7894,neg
7895,pos
7896,neg
7897,neg
7898,neg
7899,neg
7900,pos
7901,neg
7902,neg
7903,pos
7904,neg
7905,neg
7906,neg
7907,pos
7908,neg
7909,neg
7910,neg
7911,neg
7912,pos
7913,pos
7914,neg
7915,neg
7916,neg
7917,neg
7918,neg
7919,neg
7920,pos
7921,pos
7922,neg
7923,neg
7924,pos
7925,pos
7926,neg
7927,neg
7928,neg
7929,neg
7930,neg
7931,neg
7932,pos
7933,neg
7934,neg
7935,neg
7936,pos
7937,neg
7938,pos
7939,neg
7940,pos
7941,neg
7942,pos
7943,neg
7944,pos
7945,neg
7946,neg
7947,pos
7948,neg
7949,pos
7950,pos
7951,neg
7952,pos
7953,neg
7954,neg
7955,neg
7956,pos
7957,pos
7958,neg
7959,pos
7960,pos
7961,pos
7962,pos
7963,pos
7964,pos
7965,pos
7966,neg
7967,pos
7968,pos
7969,neg
7970,neg
7971,neg
7972,pos
7973,pos
7974,pos
7975,neg
7976,neg
7977,neg
7978,pos
7979,pos
7980,neg
7981,neg
7982,neg
7983,neg
7984,pos
7985,pos
7986,neg
7987,neg
7988,neg
7989,neg
7990,pos
7991,pos
7992,pos
7993,neg
7994,neg
7995,pos
7996,neg
